Lake,Date,Collector,Depth,Device,Measurement,Value,Units,Comment,Flag,QC
Josephine,5/13/21,Elizabeth Swanner,0.78,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,0.91,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,1.06,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,1.25,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,1.41,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,1.55,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,1.75,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,1.95,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,2.13,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,2.34,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,2.53,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,2.79,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,3.01,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,3.27,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,3.49,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,3.74,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,3.95,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,4.16,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,4.34,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,4.51,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,4.71,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,4.93,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,5.16,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,5.41,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,5.64,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,5.93,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,6.19,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,6.43,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,6.67,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,6.99,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,7.24,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,7.28,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,7.46,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,7.68,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,7.96,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,8.28,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,8.56,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,8.77,BBE Fluoroprobe,Cyanobacteria Chlorophyll,0.01,microgramsPerLiter,,BDL,0.01
Josephine,5/13/21,Elizabeth Swanner,0.27,BBE Fluoroprobe,Diatom Chlorophyll,0.77,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.32,BBE Fluoroprobe,Diatom Chlorophyll,0.97,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.47,BBE Fluoroprobe,Diatom Chlorophyll,0.94,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.63,BBE Fluoroprobe,Diatom Chlorophyll,0.84,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.78,BBE Fluoroprobe,Diatom Chlorophyll,0.82,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.91,BBE Fluoroprobe,Diatom Chlorophyll,0.97,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.06,BBE Fluoroprobe,Diatom Chlorophyll,0.83,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.25,BBE Fluoroprobe,Diatom Chlorophyll,0.7,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.41,BBE Fluoroprobe,Diatom Chlorophyll,0.91,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.55,BBE Fluoroprobe,Diatom Chlorophyll,0.85,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.75,BBE Fluoroprobe,Diatom Chlorophyll,1.02,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.95,BBE Fluoroprobe,Diatom Chlorophyll,0.95,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.13,BBE Fluoroprobe,Diatom Chlorophyll,0.94,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.34,BBE Fluoroprobe,Diatom Chlorophyll,1.09,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.53,BBE Fluoroprobe,Diatom Chlorophyll,0.89,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.79,BBE Fluoroprobe,Diatom Chlorophyll,0.83,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.01,BBE Fluoroprobe,Diatom Chlorophyll,0.71,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.27,BBE Fluoroprobe,Diatom Chlorophyll,0.9,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.49,BBE Fluoroprobe,Diatom Chlorophyll,0.8,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.74,BBE Fluoroprobe,Diatom Chlorophyll,0.73,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.95,BBE Fluoroprobe,Diatom Chlorophyll,0.67,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.16,BBE Fluoroprobe,Diatom Chlorophyll,0.49,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.34,BBE Fluoroprobe,Diatom Chlorophyll,0.54,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.51,BBE Fluoroprobe,Diatom Chlorophyll,1.36,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.71,BBE Fluoroprobe,Diatom Chlorophyll,1.74,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.93,BBE Fluoroprobe,Diatom Chlorophyll,1.98,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.16,BBE Fluoroprobe,Diatom Chlorophyll,2.28,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.41,BBE Fluoroprobe,Diatom Chlorophyll,2.95,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.64,BBE Fluoroprobe,Diatom Chlorophyll,3.7,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.93,BBE Fluoroprobe,Diatom Chlorophyll,5.16,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.19,BBE Fluoroprobe,Diatom Chlorophyll,7,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.43,BBE Fluoroprobe,Diatom Chlorophyll,10.26,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.67,BBE Fluoroprobe,Diatom Chlorophyll,11.99,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.99,BBE Fluoroprobe,Diatom Chlorophyll,14.14,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.24,BBE Fluoroprobe,Diatom Chlorophyll,14.88,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.28,BBE Fluoroprobe,Diatom Chlorophyll,14.97,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.46,BBE Fluoroprobe,Diatom Chlorophyll,15.29,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.68,BBE Fluoroprobe,Diatom Chlorophyll,14.96,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.96,BBE Fluoroprobe,Diatom Chlorophyll,15.08,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,8.28,BBE Fluoroprobe,Diatom Chlorophyll,15.26,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,8.56,BBE Fluoroprobe,Diatom Chlorophyll,15.91,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,8.77,BBE Fluoroprobe,Diatom Chlorophyll,15.86,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.27,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.21,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.32,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.19,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.47,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.17,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.63,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.24,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.78,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.25,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.91,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.19,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.06,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.2,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.25,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.23,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.41,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.18,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.55,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.21,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.75,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.2,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,1.95,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.22,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.13,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.23,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.34,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.22,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.53,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.23,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,2.79,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.24,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.01,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.29,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.27,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.26,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.49,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.29,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.74,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.33,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,3.95,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.41,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.16,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.45,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.34,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.51,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.51,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.45,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.71,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.42,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,4.93,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.54,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.16,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.44,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.41,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.46,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.64,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.51,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,5.93,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.44,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.19,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.54,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.43,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.7,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.67,BBE Fluoroprobe,Cryptophyta Chlorophyll,0.82,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,6.99,BBE Fluoroprobe,Cryptophyta Chlorophyll,1.29,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.24,BBE Fluoroprobe,Cryptophyta Chlorophyll,1.44,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.28,BBE Fluoroprobe,Cryptophyta Chlorophyll,1.43,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.46,BBE Fluoroprobe,Cryptophyta Chlorophyll,1.34,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.68,BBE Fluoroprobe,Cryptophyta Chlorophyll,1.58,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,7.96,BBE Fluoroprobe,Cryptophyta Chlorophyll,1.57,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,8.28,BBE Fluoroprobe,Cryptophyta Chlorophyll,2.09,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,8.56,BBE Fluoroprobe,Cryptophyta Chlorophyll,2.4,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,8.77,BBE Fluoroprobe,Cryptophyta Chlorophyll,2.54,microgramsPerLiter,,,0.01
Josephine,5/13/21,Elizabeth Swanner,0.27,BBE Fluoroprobe,LED 3 525nm,3.04,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.32,BBE Fluoroprobe,LED 3 525nm,3.24,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.47,BBE Fluoroprobe,LED 3 525nm,3.18,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.63,BBE Fluoroprobe,LED 3 525nm,3.21,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.78,BBE Fluoroprobe,LED 3 525nm,3.25,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.91,BBE Fluoroprobe,LED 3 525nm,3.28,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.06,BBE Fluoroprobe,LED 3 525nm,3.11,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.25,BBE Fluoroprobe,LED 3 525nm,2.98,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.41,BBE Fluoroprobe,LED 3 525nm,3.17,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.55,BBE Fluoroprobe,LED 3 525nm,3.25,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.75,BBE Fluoroprobe,LED 3 525nm,3.42,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.95,BBE Fluoroprobe,LED 3 525nm,3.48,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.13,BBE Fluoroprobe,LED 3 525nm,3.54,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.34,BBE Fluoroprobe,LED 3 525nm,3.73,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.53,BBE Fluoroprobe,LED 3 525nm,3.53,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.79,BBE Fluoroprobe,LED 3 525nm,3.48,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.01,BBE Fluoroprobe,LED 3 525nm,3.5,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.27,BBE Fluoroprobe,LED 3 525nm,3.67,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.49,BBE Fluoroprobe,LED 3 525nm,3.75,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.74,BBE Fluoroprobe,LED 3 525nm,3.79,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.95,BBE Fluoroprobe,LED 3 525nm,4.06,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.16,BBE Fluoroprobe,LED 3 525nm,3.97,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.34,BBE Fluoroprobe,LED 3 525nm,4.39,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.51,BBE Fluoroprobe,LED 3 525nm,6.03,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.71,BBE Fluoroprobe,LED 3 525nm,6.74,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.93,BBE Fluoroprobe,LED 3 525nm,7.59,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.16,BBE Fluoroprobe,LED 3 525nm,7.99,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.41,BBE Fluoroprobe,LED 3 525nm,9.36,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.64,BBE Fluoroprobe,LED 3 525nm,11.05,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.93,BBE Fluoroprobe,LED 3 525nm,13.35,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.19,BBE Fluoroprobe,LED 3 525nm,16.72,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.43,BBE Fluoroprobe,LED 3 525nm,22.37,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.67,BBE Fluoroprobe,LED 3 525nm,25.6,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.99,BBE Fluoroprobe,LED 3 525nm,30.51,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.24,BBE Fluoroprobe,LED 3 525nm,32.1,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.28,BBE Fluoroprobe,LED 3 525nm,32.28,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.46,BBE Fluoroprobe,LED 3 525nm,32.57,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.68,BBE Fluoroprobe,LED 3 525nm,32.77,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.96,BBE Fluoroprobe,LED 3 525nm,32.92,digits,,,
Josephine,5/13/21,Elizabeth Swanner,8.28,BBE Fluoroprobe,LED 3 525nm,34.59,digits,,,
Josephine,5/13/21,Elizabeth Swanner,8.56,BBE Fluoroprobe,LED 3 525nm,36.41,digits,,,
Josephine,5/13/21,Elizabeth Swanner,8.77,BBE Fluoroprobe,LED 3 525nm,36.75,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.27,BBE Fluoroprobe,LED 4 570nm,0.75,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.32,BBE Fluoroprobe,LED 4 570nm,0.92,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.47,BBE Fluoroprobe,LED 4 570nm,0.89,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.63,BBE Fluoroprobe,LED 4 570nm,0.81,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.78,BBE Fluoroprobe,LED 4 570nm,0.9,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.91,BBE Fluoroprobe,LED 4 570nm,0.99,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.06,BBE Fluoroprobe,LED 4 570nm,0.98,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.25,BBE Fluoroprobe,LED 4 570nm,0.85,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.41,BBE Fluoroprobe,LED 4 570nm,0.9,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.55,BBE Fluoroprobe,LED 4 570nm,0.85,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.75,BBE Fluoroprobe,LED 4 570nm,0.98,digits,,,
Josephine,5/13/21,Elizabeth Swanner,1.95,BBE Fluoroprobe,LED 4 570nm,1.04,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.13,BBE Fluoroprobe,LED 4 570nm,0.95,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.34,BBE Fluoroprobe,LED 4 570nm,0.94,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.53,BBE Fluoroprobe,LED 4 570nm,0.96,digits,,,
Josephine,5/13/21,Elizabeth Swanner,2.79,BBE Fluoroprobe,LED 4 570nm,0.92,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.01,BBE Fluoroprobe,LED 4 570nm,0.9,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.27,BBE Fluoroprobe,LED 4 570nm,1.12,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.49,BBE Fluoroprobe,LED 4 570nm,0.91,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.74,BBE Fluoroprobe,LED 4 570nm,1.12,digits,,,
Josephine,5/13/21,Elizabeth Swanner,3.95,BBE Fluoroprobe,LED 4 570nm,1.23,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.16,BBE Fluoroprobe,LED 4 570nm,1.16,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.34,BBE Fluoroprobe,LED 4 570nm,1.18,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.51,BBE Fluoroprobe,LED 4 570nm,1.55,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.71,BBE Fluoroprobe,LED 4 570nm,1.69,digits,,,
Josephine,5/13/21,Elizabeth Swanner,4.93,BBE Fluoroprobe,LED 4 570nm,1.94,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.16,BBE Fluoroprobe,LED 4 570nm,1.86,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.41,BBE Fluoroprobe,LED 4 570nm,2.19,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.64,BBE Fluoroprobe,LED 4 570nm,2.63,digits,,,
Josephine,5/13/21,Elizabeth Swanner,5.93,BBE Fluoroprobe,LED 4 570nm,2.9,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.19,BBE Fluoroprobe,LED 4 570nm,3.71,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.43,BBE Fluoroprobe,LED 4 570nm,5.14,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.67,BBE Fluoroprobe,LED 4 570nm,5.93,digits,,,
Josephine,5/13/21,Elizabeth Swanner,6.99,BBE Fluoroprobe,LED 4 570nm,7.25,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.24,BBE Fluoroprobe,LED 4 570nm,7.78,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.28,BBE Fluoroprobe,LED 4 570nm,7.67,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.46,BBE Fluoroprobe,LED 4 570nm,7.63,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.68,BBE Fluoroprobe,LED 4 570nm,7.89,digits,,,
Josephine,5/13/21,Elizabeth Swanner,7.96,BBE Fluoroprobe,LED 4 570nm,7.99,digits,,,
Josephine,5/13/21,Elizabeth Swanner,8.28,BBE Fluoroprobe,LED 4 570nm,8.6,digits,,,
Josephine,5/13/21,Elizabeth Swanner,8.56,BBE Fluoroprobe,LED 4 570nm,9.25,digits,,,
Josephine,5/13/21,Elizabeth Swanner,8.77,BBE Fluoroprobe,LED 4 570nm,9.44,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.27,BBE Fluoroprobe,LED 5 610nm,1.51,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.32,BBE Fluoroprobe,LED 5 610nm,1.53,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.47,BBE Fluoroprobe,LED 5 610nm,1.63,digits,,,
Josephine,5/13/21,Elizabeth Swanner,0.63,BBE Fluoroprobe,LED 5 610nm,1.52,digits,,,
